id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI015001,Bukemba,Bukemba,bukemba-bdi015001,BDI015001,10,-4.015,30.088
BDI015002,Giharo,Giharo,giharo-bdi015002,BDI015002,16,-3.829,30.247
BDI015003,Gitanga,Gitanga,gitanga-bdi015003,BDI015003,25,-3.988,29.902
BDI015004,Mpinga-Kayove,Mpinga-Kayove,mpinga-kayove-bdi015004,BDI015004,32,-3.8,30.135
BDI015005,Musongati,Musongati,musongati-bdi015005,BDI015005,26,-3.764,30.047
BDI015006,Rutana,Rutana,rutana-bdi015006,BDI015006,39,-3.878,29.97
