id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI008001,Butaganzwa,Butaganzwa,butaganzwa-bdi008001,BDI008001,60,-3.109,29.69
BDI008002,Gahombo,Gahombo,gahombo-bdi008002,BDI008002,20,-2.99,29.726
BDI008003,Gatara,Gatara,gatara-bdi008003,BDI008003,29,-2.991,29.664
BDI008004,Kabarore,Kabarore,kabarore-bdi008004,BDI008004,38,-2.852,29.548
BDI008005,Kayanza,Kayanza,kayanza-bdi008005,BDI008005,36,-2.935,29.632
BDI008006,Matongo,Matongo,matongo-bdi008006,BDI008006,35,-3.085,29.6
BDI008007,Muhanga,Muhanga,muhanga-bdi008007,BDI008007,29,-3.039,29.809
BDI008008,Muruta,Muruta,muruta-bdi008008,BDI008008,25,-2.955,29.558
BDI008009,Rango,Rango,rango-bdi008009,BDI008009,29,-3.158,29.757
