id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI013001,Bisoro,Bisoro,bisoro-bdi013001,BDI013001,16,-3.641,29.685
BDI013002,Gisozi,Gisozi,gisozi-bdi013002,BDI013002,14,-3.551,29.637
BDI013003,Kayokwe,Kayokwe,kayokwe-bdi013003,BDI013003,25,-3.522,29.756
BDI013004,Ndava,Ndava,ndava-bdi013004,BDI013004,20,-3.39,29.764
BDI013005,Nyabihanga,Nyabihanga,nyabihanga-bdi013005,BDI013005,30,-3.448,29.802
BDI013006,Rusaka,Rusaka,rusaka-bdi013006,BDI013006,29,-3.446,29.622
