id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI018002,Bugarama,Bugarama,bugarama-bdi018002,BDI018002,15,-3.687,29.408
BDI018003,Burambi,Burambi,burambi-bdi018003,BDI018003,22,-3.815,29.435
BDI018004,Buyengero,Buyengero,buyengero-bdi018004,BDI018004,17,-3.849,29.537
BDI018001,Muhuta,Muhuta,muhuta-bdi018001,BDI018001,21,-3.617,29.408
BDI018005,Rumonge,Rumonge,rumonge-bdi018005,BDI018005,33,-3.956,29.442
