id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI003002,Bururi,Bururi,bururi-bdi003002,BDI003002,29,-3.982,29.675
BDI003004,Matana,Matana,matana-bdi003004,BDI003004,13,-3.743,29.71
BDI003005,Mugamba,Mugamba,mugamba-bdi003005,BDI003005,30,-3.672,29.592
BDI003007,Rutovu,Rutovu,rutovu-bdi003007,BDI003007,23,-3.885,29.821
BDI003008,Songa,Songa,songa-bdi003008,BDI003008,17,-3.845,29.677
BDI003009,Vyanda,Vyanda,vyanda-bdi003009,BDI003009,18,-4.077,29.601
