id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI012001,Buhinyuza,Buhinyuza,buhinyuza-bdi012001,BDI012001,25,-2.983,30.375
BDI012002,Butihinda,Butihinda,butihinda-bdi012002,BDI012002,29,-2.709,30.323
BDI012003,Gashoho,Gashoho,gashoho-bdi012003,BDI012003,28,-2.767,30.168
BDI012004,Gasorwe,Gasorwe,gasorwe-bdi012004,BDI012004,30,-2.849,30.238
BDI012005,Giteranyi,Giteranyi,giteranyi-bdi012005,BDI012005,37,-2.475,30.467
BDI012006,Muyinga,Muyinga,muyinga-bdi012006,BDI012006,50,-2.808,30.375
BDI012007,Mwakiro,Mwakiro,mwakiro-bdi012007,BDI012007,31,-3.09,30.312
