id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI002002,Isale,Isale,isale-bdi002002,BDI002002,17,-3.365,29.465
BDI002003,Kabezi,Kabezi,kabezi-bdi002003,BDI002003,12,-3.536,29.376
BDI002004,Kanyosha1,Kanyosha1,kanyosha1-bdi002004,BDI002004,22,-3.432,29.41
BDI002005,Mubimbi,Mubimbi,mubimbi-bdi002005,BDI002005,16,-3.295,29.482
BDI002006,Mugongomanga,Mugongomanga,mugongomanga-bdi002006,BDI002006,15,-3.427,29.55
BDI002008,Mukike,Mukike,mukike-bdi002008,BDI002008,12,-3.582,29.494
BDI002009,Mutambu,Mutambu,mutambu-bdi002009,BDI002009,17,-3.527,29.446
BDI002010,Mutimbuzi,Mutimbuzi,mutimbuzi-bdi002010,BDI002010,32,-3.308,29.379
BDI002012,Nyabiraba,Nyabiraba,nyabiraba-bdi002012,BDI002012,17,-3.452,29.476
