id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI016001,Butaganzwa1,Butaganzwa1,butaganzwa1-bdi016001,BDI016001,0,-3.55,30.167
BDI016002,Butezi,Butezi,butezi-bdi016002,BDI016002,16,-3.338,30.241
BDI016003,Bweru,Bweru,bweru-bdi016003,BDI016003,20,-3.297,30.396
BDI016004,Gisuru,Gisuru,gisuru-bdi016004,BDI016004,43,-3.451,30.5
BDI016005,Kinyinya,Kinyinya,kinyinya-bdi016005,BDI016005,18,-3.612,30.372
BDI016006,Nyabitsinda,Nyabitsinda,nyabitsinda-bdi016006,BDI016006,19,-3.578,30.275
BDI016007,Ruyigi,Ruyigi,ruyigi-bdi016007,BDI016007,24,-3.436,30.283
