id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI014001,Busiga,Busiga,busiga-bdi014001,BDI014001,34,-2.864,29.704
BDI014002,Gashikanwa,Gashikanwa,gashikanwa-bdi014002,BDI014002,24,-2.906,29.901
BDI014003,Kiremba,Kiremba,kiremba-bdi014003,BDI014003,45,-2.829,30.025
BDI014004,Marangara,Marangara,marangara-bdi014004,BDI014004,35,-2.732,29.961
BDI014005,Mwumba,Mwumba,mwumba-bdi014005,BDI014005,30,-2.822,29.801
BDI014006,Ngozi,Ngozi,ngozi-bdi014006,BDI014006,46,-2.951,29.831
BDI014007,Nyamurenza,Nyamurenza,nyamurenza-bdi014007,BDI014007,21,-2.808,29.891
BDI014008,Ruhororo,Ruhororo,ruhororo-bdi014008,BDI014008,32,-3.011,29.93
BDI014009,Tangara,Tangara,tangara-bdi014009,BDI014009,38,-2.915,30.058
