id,name.local,name.en,name.slug,code.id,children_count.colline,geo.lat,geo.lon
BDI017014,Muha,Muha,muha-bdi017014,BDI017014,18,-3.441,29.357
BDI017015,Mukaza,Mukaza,mukaza-bdi017015,BDI017015,27,-3.383,29.376
BDI017016,Ntahangwa,Ntahangwa,ntahangwa-bdi017016,BDI017016,58,-3.343,29.362
